sur_id,title,sic,keyword,naics
442250,Petrochemical Manufacturing,,chemicals acreage biofuels grains fertilizers potash nitrogen phosphorus potassium sulfur solvents epoxies plastics acetones benzenes agriculture biotechnology biotech petrochemicals polymers ethylene phosphates ,32511
442251,"Oxygen, Nitrogen and Hydrogen Gas Manufacturing",,manufacturing organic inorganic acetylene argon carbon dioxide helium hydrogen neon nitrogen nitrous oxide oxygen,32512
442252,Dye and Pigment Manufacturing,,manufacturing petrochemical  carbon petroleum coals natural gas benzene xylene toluene ethyl styrene cyclohexane phenol  chemicals,32513
442253,Inorganic Chemical Manufacturing,,manufacturing industrial inorganic alum ammonium bleaches sodium calcium hypochlorite hydrazine hydrochloric acid hydrogen peroxide inorganic sodum compounds sulfuric acids alumina refining inorganic dyes pigments chemicals ,32518
442254,Organic Chemical Manufacturing,,petrochemicals manufacturing  chemicals ethyl alcohol industrial gas ,32519
442255,"Plastic, Resin and Rubber Manufacturing",,plastics rubber resin,32521
442256,Synthetic Fiber Manufacturing,,manufacturing  plastics rubbers sheets rods films,32522
442257,Fertilizer Manufacturing,,manufacturing chemicals agriculture farms farming gardens gardening agricultural,32531
442258,"Yarn, Fiber and Thread Mills",,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging,31311
442259,Narrow Fabric Mills,,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging,31322
442260,Inland Water Transportation,,transportation   freight cargos passenger goods sea water inland freight logistics shipping,48321
442261,"Ocean, Coastal and Great Lakes Water Transportation",,freight logistics coastal ,48311
442262,Rail Transportation,,railroads trucks freight transportation passengers railways trains trucking cargo passenger logistics  transport  intermodel,48211
442263,Nonscheduled Air Transportation,,ambulance  nonscheduled chartered freight  sightseeing airplane helicopter  charter  passenger air taxi ,48121
442264,Pesticide Manufacturing,,manufacturing chemicals agriculture farms farming gardens gardening agricultural,32532
443158,Railroad Track Construction,,railroads ties tracks ,
443159,Tunnel Construction,,general contractors building materials bridges viaducts elevated highways tunnels pedestrian railways,
442523,Attitudes Toward Convenience Store Shopping,,foods gasolines services stores chains retailing retail sales marts shops,
442266,Paint Manufacturing,,chemicals coatings paints varnishes varnishs houses architectural automotives marine corrosions  liquid powder based protective decorative industrial specialty structures fabricated motor vehicles anti-corrosion,32551
442267,Adhesive Manufacturing,,manufacturing  industrial household glues caulking compounds  linoleums tiles rubber cements  chemicals,32552
442268,Soap and Cleaning Compound Manufacturing,,soaps manufacturing crude refined glycerin fats synthetic laundry dishwashing cleansing bars personal care household commercial liquid powders hygiene,32561
442269,Cosmetic and Beauty Products Manufacturing,,manufacturing toiletries shampoos shaving razors blades creams personal care deodorants hair suntan lotions oils talcum powders toothpastes mouthwashes premoistened towelettes beauty supplies cosmetics,32562
442270,Ink Manufacturing,,manufacturing gravure screen process lithographic offset fleographic digital ink letterpress vegetable oil based petroleum crude,32591
442271,Explosives Manufacturing,,materials chemistry  industrial basic plastics synthetic fibers paints pigments explosives petrochemicals,32592
442272,Chemical Product and Preparation Manufacturing,,materials chemistry  industrial basic plastics synthetic fibers paints pigments explosives petrochemicals,32599
442273,"Plastic Film, Sheet and Bag Manufacturing",,Manufacturing flexible materials papers plastics film metal foil  packaging containers,32611
442274,Plastic Pipe and Parts Manufacturing,,fittings manufacturing pipes rubber,32612
442275,Laminated Plastics Manufacturing,,urethane product polystyrene manufacturing rubber,32614
